#{"t_start": 1730000642.71511, "env_id": "w/TetrisEnv"}
r,l,t
254.0,15,48.285482
234.0,11,48.292829
236.0,11,48.301452
229.0,12,48.310216
230.0,11,48.318633
254.0,12,48.327327
266.0,12,48.335332
232.0,11,48.345514
209.0,13,48.354074
247.0,13,48.362796
239.0,12,48.370958
215.0,12,48.377995
250.0,12,48.384875
236.0,11,48.390966
236.0,11,48.396993
252.0,12,48.403025
232.0,11,48.408695
252.0,12,48.414875
225.0,14,48.421284
235.0,12,48.426824
251.0,13,48.4329
235.0,12,48.438209
231.0,13,48.446132
231.0,12,48.451374
261.0,13,48.457034
241.0,13,48.462617
225.0,12,48.467718
234.0,11,48.472091
256.0,12,48.476968
234.0,11,48.481498
213.0,13,48.486679
227.0,12,48.491604
256.0,12,48.496353
259.0,13,48.501369
230.0,11,48.505512
256.0,12,48.510235
269.0,13,48.515125
243.0,12,48.519668
236.0,12,48.524012
256.0,12,48.528383
255.0,13,48.533113
229.0,12,48.53748
241.0,13,48.544024
184.0,12,48.548452
224.0,11,48.552448
242.0,11,48.556429
236.0,11,48.560322
241.0,13,48.564883
217.0,12,48.568996
230.0,11,48.572814
265.0,15,48.57806
257.0,13,48.582724
245.0,13,48.587178
244.0,12,48.591328
246.0,12,48.595533
238.0,11,48.599286
240.0,12,48.603277
258.0,12,48.60724
262.0,12,48.611377
246.0,12,48.615287
220.0,12,48.619233
264.0,12,48.623125
230.0,11,48.626775
238.0,13,48.631027
252.0,12,48.634969
250.0,12,50.009931
250.0,12,50.019945
247.0,12,50.030071
234.0,11,50.038589
232.0,11,50.047395
238.0,11,50.055494
238.0,11,50.063714
265.0,13,50.072978
269.0,13,50.085511
244.0,11,50.093631
211.0,11,50.101809
261.0,13,50.11122
235.0,12,50.119791
229.0,12,50.128419
240.0,11,50.136322
230.0,11,50.14396
248.0,11,50.151558
229.0,13,50.160464
256.0,12,50.168739
244.0,11,50.176125
245.0,13,50.187891
232.0,11,50.195415
250.0,12,50.203802
251.0,13,50.212548
254.0,12,50.220722
257.0,13,50.229317
246.0,11,50.236527
234.0,11,50.242783
218.0,14,50.250755
236.0,11,50.256618
246.0,12,50.262696
234.0,11,50.268309
256.0,12,50.274216
248.0,12,50.27994
230.0,11,50.287133
234.0,11,50.292397
248.0,12,50.297998
232.0,11,50.302889
250.0,12,50.308036
248.0,12,50.313386
251.0,13,50.319624
245.0,12,50.324736
258.0,12,50.329931
234.0,12,50.335015
257.0,13,50.340252
254.0,11,50.344872
254.0,12,50.349731
250.0,14,50.355357
244.0,12,50.360239
234.0,12,50.365014
249.0,13,50.370024
230.0,11,50.374207
224.0,11,50.378598
236.0,11,50.382756
228.0,11,50.38873
236.0,13,50.393932
236.0,11,50.398114
254.0,12,50.402514
240.0,13,50.40741
234.0,11,50.411427
244.0,12,50.415924
230.0,11,50.419992
224.0,11,50.424004
230.0,11,50.42808
242.0,11,50.432136
238.0,12,50.4365
234.0,11,50.440444
260.0,12,50.44462
234.0,13,50.449019
215.0,11,50.452797
242.0,12,50.45695
242.0,11,50.460792
252.0,11,50.464592
234.0,11,50.468426
234.0,11,50.472282
256.0,12,50.476599
234.0,12,50.48076
230.0,11,50.484539
241.0,13,50.490669
246.0,12,50.494818
224.0,13,50.499218
254.0,12,50.503175
240.0,14,50.507715
233.0,12,50.511744
240.0,12,50.515746
232.0,11,50.519858
234.0,11,50.523472
248.0,14,51.769881
234.0,11,51.778423
246.0,12,51.787591
254.0,12,51.796944
235.0,13,51.806684
244.0,11,51.815023
258.0,13,51.827681
234.0,11,51.836029
252.0,12,51.845387
238.0,11,51.8539
262.0,12,51.863024
252.0,12,51.871945
248.0,11,51.880237
228.0,11,51.888348
236.0,11,51.896331
246.0,12,51.904786
230.0,12,51.913527
244.0,12,51.921959
229.0,12,51.933896
250.0,12,51.942635
227.0,13,51.952149
233.0,14,51.962397
270.0,12,51.971128
236.0,12,51.979684
266.0,13,51.988956
239.0,12,51.99773
242.0,12,52.006274
232.0,11,52.014003
268.0,12,52.022485
223.0,12,52.033857
229.0,12,52.042487
203.0,13,52.05175
245.0,12,52.060243
236.0,11,52.06793
236.0,11,52.075711
268.0,12,52.137237
234.0,11,52.145409
241.0,12,52.154287
230.0,11,52.162067
224.0,13,52.171073
254.0,12,52.17957
237.0,12,52.187967
242.0,11,52.195583
216.0,13,52.204601
256.0,12,52.212851
221.0,13,52.221592
230.0,11,52.229137
231.0,12,52.240259
234.0,11,52.247995
227.0,14,52.257734
234.0,11,52.265225
240.0,13,52.27396
250.0,12,52.28213
224.0,11,52.289529
209.0,13,52.298435
224.0,11,52.305953
242.0,12,52.31347
238.0,11,52.319888
216.0,13,52.327625
230.0,14,52.338235
244.0,12,52.345531
256.0,12,52.352626
240.0,11,52.358355
229.0,12,52.364616
242.0,12,52.370845
236.0,11,52.376525
262.0,12,52.382536
237.0,13,52.388616
230.0,12,52.394247
228.0,12,52.399753
274.0,14,52.405932
234.0,12,52.411209
206.0,13,52.416806
230.0,11,52.421371
246.0,11,52.425992
228.0,11,52.430525
228.0,11,52.435087
250.0,12,52.442129
214.0,12,52.447131
231.0,12,52.451922
240.0,12,52.456726
229.0,12,52.461344
268.0,12,52.466146
232.0,11,52.470461
227.0,12,52.475128
232.0,11,54.453232
245.0,13,54.471737
241.0,12,54.48212
240.0,12,54.490449
266.0,12,54.498505
242.0,11,54.505887
248.0,12,54.513864
234.0,13,54.522394
236.0,11,54.533378
226.0,11,54.541019
230.0,11,54.548219
246.0,12,54.555867
232.0,11,54.562798
230.0,11,54.569918
244.0,12,54.577416
242.0,11,54.584296
234.0,11,54.591087
224.0,11,54.598001
256.0,12,54.605437
248.0,15,54.614594
252.0,12,54.621863
252.0,12,54.629511
175.0,10,54.639005
229.0,12,54.646177
230.0,11,54.652753
239.0,12,54.659497
259.0,13,54.666337
234.0,11,54.671973
217.0,12,54.678108
227.0,13,54.684587
231.0,12,54.690171
234.0,11,54.695511
234.0,11,54.700663
252.0,12,54.705925
237.0,12,54.711236
246.0,11,54.716025
274.0,13,54.721602
226.0,11,54.726075
227.0,12,54.730979
232.0,11,54.737141
236.0,11,54.742006
197.0,11,54.746714
262.0,12,54.751624
216.0,12,54.756303
230.0,11,54.760603
234.0,11,54.764868
250.0,12,54.769473
242.0,11,54.77367
238.0,11,54.777913
238.0,11,54.782132
229.0,12,54.786679
236.0,11,54.790789
236.0,12,54.795322
235.0,14,54.800398
252.0,12,54.804837
250.0,11,54.808751
252.0,14,54.81394
234.0,11,54.8179
247.0,13,54.822397
244.0,12,54.826654
255.0,13,54.831227
252.0,12,54.835306
233.0,12,54.842958
240.0,11,54.846924
248.0,12,54.851026
241.0,13,54.855514
250.0,12,54.859714
258.0,12,54.863978
232.0,11,54.868048
222.0,12,54.872219
258.0,13,54.87695
254.0,12,54.881205
232.0,11,54.884927
242.0,12,54.88914
236.0,11,54.892852
245.0,13,54.897283
254.0,12,54.901229
264.0,13,54.905575
250.0,12,54.909494
222.0,13,54.91392
236.0,11,54.917531
240.0,12,54.921467
236.0,11,54.92521
236.0,12,54.929604
238.0,14,54.934177
199.0,11,54.937767
273.0,14,54.944826
250.0,11,56.66761
232.0,11,56.682565
186.0,11,56.691259
231.0,13,56.704776
246.0,13,56.715902
224.0,11,56.724245
239.0,13,56.734147
232.0,11,56.742668
238.0,12,56.751818
252.0,12,56.760659
233.0,13,56.771678
233.0,12,56.781249
240.0,12,56.79065
244.0,11,56.799288
224.0,11,56.810672
240.0,13,56.821075
237.0,12,56.83052
268.0,12,56.839778
246.0,11,56.848033
240.0,11,56.856486
226.0,11,56.864841
242.0,11,56.873469
224.0,11,56.881966
264.0,12,56.891025
258.0,12,56.900131
256.0,15,56.914717
230.0,11,56.922305
260.0,12,56.930316
238.0,11,56.93785
228.0,11,56.945477
235.0,13,56.954097
238.0,11,56.961174
238.0,11,56.96846
226.0,11,56.975633
225.0,12,56.983374
228.0,11,56.990474
238.0,11,56.997398
236.0,11,57.004369
224.0,11,57.013515
242.0,12,57.021155
262.0,14,57.029101
226.0,11,57.035232
229.0,13,57.041653
245.0,13,57.048153
226.0,11,57.053837
242.0,11,57.058903
236.0,11,57.064009
238.0,11,57.068968
234.0,11,57.073951
226.0,12,57.079337
244.0,11,57.084
234.0,11,57.088664
231.0,12,57.093709
228.0,11,57.098327
260.0,12,57.103472
224.0,11,57.108014
245.0,13,57.115297
236.0,11,57.119728
264.0,12,57.124463
232.0,14,57.13014
244.0,12,57.134794
242.0,12,57.139268
279.0,14,57.144483
231.0,12,57.149087
257.0,14,57.154287
245.0,13,57.159097
230.0,11,57.163312
244.0,12,57.167605
267.0,13,57.172283
229.0,12,57.176604
233.0,12,57.181013
238.0,11,57.184919
235.0,13,57.189514
236.0,11,57.19351
244.0,13,57.198068
240.0,13,57.20263
228.0,11,57.20647
232.0,12,57.210671
240.0,11,57.216382
230.0,11,57.220172
232.0,11,57.223968
216.0,12,57.228101
246.0,12,57.232281
241.0,14,57.237062
238.0,11,57.240809
226.0,11,57.244516
282.0,13,59.146461
228.0,11,59.162285
238.0,11,59.176244
222.0,12,59.18791
226.0,11,59.195544
234.0,11,59.202881
226.0,11,59.210218
243.0,13,59.218786
238.0,11,59.226138
229.0,12,59.234014
236.0,11,59.241373
236.0,11,59.248461
230.0,11,59.255479
255.0,13,59.263899
230.0,11,59.270943
231.0,14,59.279791
248.0,12,59.289642
254.0,12,59.297239
244.0,14,59.30575
227.0,12,59.313124
238.0,11,59.319979
238.0,11,59.32664
234.0,11,59.333406
240.0,11,59.339715
234.0,11,59.345496
230.0,11,59.351325
234.0,11,59.35679
232.0,11,59.361977
256.0,12,59.36992
242.0,11,59.379799
252.0,12,59.394557
234.0,11,59.399916
229.0,13,59.405366
256.0,12,59.410166
236.0,11,59.414882
239.0,12,59.419811
230.0,11,59.424263
245.0,13,59.429714
254.0,12,59.434593
246.0,12,59.439141
258.0,12,59.443661
223.0,12,59.448308
234.0,11,59.452431
232.0,11,59.456647
228.0,11,59.460852
229.0,12,59.46521
232.0,11,59.469213
251.0,13,59.473995
254.0,12,59.478405
234.0,12,59.482671
252.0,12,59.486905
256.0,12,59.492836
240.0,11,59.496847
219.0,11,59.500648
256.0,12,59.504722
256.0,12,59.508832
228.0,11,59.512795
246.0,12,59.516957
238.0,11,59.520663
238.0,12,59.524817
240.0,11,59.528677
225.0,13,59.533144
224.0,11,59.536783
207.0,12,59.540894
241.0,13,59.545256
234.0,12,59.54927
232.0,11,59.552867
236.0,11,59.556596
248.0,14,59.561203
226.0,11,59.564878
252.0,11,59.568461
228.0,11,59.572153
222.0,12,59.576096
234.0,11,59.579854
234.0,11,59.583431
235.0,13,59.587613
236.0,11,59.59114
234.0,11,59.596664
231.0,12,59.600564
251.0,13,59.604716
266.0,12,59.608547
232.0,11,59.612149
236.0,11,59.615831
232.0,11,59.619361
252.0,12,59.623208
236.0,11,59.626786
254.0,12,59.630759
232.0,11,59.634329
236.0,11,61.187176
230.0,11,61.196529
250.0,12,61.206396
242.0,12,61.216568
234.0,11,61.225728
253.0,13,61.236241
230.0,12,61.249379
232.0,11,61.258529
245.0,13,61.268984
248.0,12,61.278475
205.0,11,61.287531
240.0,13,61.297188
230.0,11,61.305363
230.0,11,61.313703
234.0,11,61.322116
240.0,11,61.330391
230.0,11,61.338883
238.0,12,61.351383
243.0,12,61.36158
224.0,12,61.370479
257.0,13,61.38006
245.0,13,61.38972
234.0,11,61.397727
231.0,12,61.404765
240.0,11,61.410604
232.0,11,61.416365
249.0,13,61.423112
238.0,11,61.428414
230.0,11,61.433681
232.0,11,61.438884
236.0,11,61.445785
232.0,11,61.451512
246.0,11,61.456514
245.0,13,61.462461
234.0,11,61.467494
234.0,11,61.472212
232.0,11,61.47686
240.0,11,61.481547
228.0,11,61.486123
226.0,11,61.490623
239.0,12,61.495285
237.0,12,61.499994
226.0,11,61.504254
252.0,12,61.508896
258.0,12,61.513652
240.0,11,61.517901
232.0,11,61.521987
242.0,12,61.526415
234.0,11,61.530495
240.0,11,61.534546
229.0,12,61.539058
247.0,12,61.543561
232.0,11,61.549501
234.0,11,61.553987
234.0,11,61.557968
236.0,11,61.562042
240.0,11,61.565972
228.0,11,61.569931
240.0,12,61.574209
234.0,12,61.5784
236.0,12,61.582571
255.0,13,61.587061
234.0,11,61.590906
244.0,13,61.59526
254.0,12,61.599245
228.0,11,61.602995
236.0,12,61.607033
224.0,11,61.610713
228.0,11,61.614438
223.0,12,61.6185
224.0,11,61.622247
240.0,12,61.626378
225.0,12,61.630331
238.0,12,61.634249
229.0,14,61.638742
248.0,12,61.642614
240.0,11,61.646244
270.0,12,61.651954
236.0,11,61.65587
264.0,15,61.660754
250.0,12,61.664814
238.0,11,61.668367
234.0,12,61.672325
228.0,11,61.67585
246.0,12,61.679777
226.0,11,61.683278
228.0,11,61.686857
245.0,12,61.690747
215.0,12,62.990961
268.0,12,63.001088
227.0,12,63.011177
250.0,11,63.020533
242.0,12,63.030609
255.0,13,63.041313
233.0,12,63.050945
246.0,12,63.060285
225.0,12,63.069751
240.0,11,63.07845
243.0,12,63.091253
236.0,11,63.100107
258.0,12,63.109153
250.0,12,63.118043
254.0,12,63.126836
256.0,14,63.137068
254.0,12,63.145974
223.0,12,63.154947
244.0,12,63.163805
230.0,11,63.171924
244.0,12,63.180547
226.0,11,63.191101
232.0,11,63.19937
248.0,12,63.207988
228.0,11,63.216083
230.0,11,63.223783
242.0,12,63.231145
268.0,12,63.238499
252.0,11,63.244433
228.0,11,63.250372
262.0,12,63.256694
252.0,12,63.26279
248.0,12,63.268744
248.0,12,63.274639
226.0,11,63.279932
242.0,11,63.285011
244.0,12,63.292664
252.0,11,63.297748
252.0,11,63.302808
226.0,11,63.307719
257.0,13,63.313381
244.0,12,63.318508
250.0,12,63.32364
260.0,12,63.328787
230.0,11,63.333516
230.0,11,63.338045
258.0,12,63.342848
238.0,13,63.348125
248.0,12,63.35295
246.0,13,63.358035
258.0,12,63.362662
246.0,11,63.367047
242.0,12,63.371671
236.0,11,63.375888
238.0,11,63.380157
230.0,11,63.384416
248.0,12,63.390706
230.0,11,63.394814
250.0,11,63.39881
238.0,11,63.403039
242.0,11,63.407041
230.0,11,63.411077
242.0,12,63.415406
230.0,11,63.419424
262.0,12,63.423782
234.0,11,63.427862
256.0,12,63.432315
238.0,11,63.43638
244.0,12,63.440695
238.0,11,63.444726
240.0,11,63.448752
244.0,11,63.452664
230.0,11,63.456552
240.0,11,63.460414
238.0,11,63.464218
251.0,13,63.468627
238.0,12,63.472722
242.0,11,63.476534
236.0,11,63.480282
238.0,11,63.484034
232.0,11,63.487793
224.0,11,63.493343
252.0,12,63.497526
236.0,11,63.501228
246.0,13,63.505666
230.0,11,63.509379
234.0,11,63.513092
230.0,11,63.516867
242.0,11,63.520574
248.0,12,64.90405
228.0,11,64.913358
232.0,11,64.922924
232.0,13,64.936806
240.0,11,64.94576
232.0,11,64.954614
228.0,11,64.963115
240.0,11,64.971594
236.0,12,64.981
246.0,12,64.990305
238.0,11,64.998935
240.0,12,65.008025
248.0,11,65.016276
242.0,11,65.024486
250.0,12,65.036266
246.0,11,65.044988
256.0,12,65.054147
237.0,13,65.063757
224.0,11,65.071926
280.0,14,65.082032
245.0,13,65.091294
242.0,11,65.099803
242.0,11,65.107786
234.0,11,65.115587
228.0,11,65.123537
273.0,14,65.13455
252.0,12,65.14233
230.0,11,65.148924
223.0,12,65.155539
236.0,11,65.161614
240.0,12,65.168211
226.0,11,65.173682
237.0,12,65.179584
248.0,11,65.184973
248.0,12,65.190821
228.0,11,65.195959
228.0,12,65.201499
238.0,11,65.206384
239.0,12,65.211592
240.0,11,65.2163
240.0,11,65.221122
250.0,12,65.226228
223.0,12,65.231372
240.0,11,65.237891
240.0,12,65.242884
226.0,11,65.2474
224.0,11,65.251908
228.0,11,65.256272
260.0,12,65.261099
236.0,11,65.265579
252.0,12,65.27032
242.0,12,65.275006
234.0,12,65.279554
224.0,11,65.283757
236.0,11,65.287953
241.0,13,65.292956
236.0,11,65.297037
232.0,11,65.301213
249.0,13,65.305964
246.0,12,65.310263
230.0,11,65.314261
242.0,12,65.318648
226.0,11,65.322559
232.0,11,65.326478
224.0,11,65.330433
236.0,12,65.334776
245.0,13,65.341211
234.0,11,65.345339
249.0,13,65.350026
234.0,11,65.354024
232.0,11,65.358023
224.0,11,65.361943
230.0,11,65.365817
250.0,12,65.370014
266.0,12,65.374127
248.0,11,65.377935
248.0,12,65.382054
240.0,11,65.38607
250.0,12,65.39021
242.0,11,65.394058
250.0,11,65.39782
232.0,11,65.401567
253.0,13,65.406075
255.0,13,65.410473
248.0,12,65.414614
238.0,12,65.418746
225.0,12,65.422917
254.0,11,65.426748
242.0,11,66.797168
236.0,11,66.812856
255.0,13,66.821993
234.0,11,66.829367
224.0,12,66.837345
244.0,12,66.845252
230.0,11,66.852541
272.0,12,66.860467
252.0,12,66.868392
240.0,11,66.87845
230.0,11,66.885921
260.0,12,66.893665
250.0,12,66.901548
213.0,12,66.909282
230.0,11,66.916255
250.0,11,66.923528
240.0,12,66.930984
230.0,11,66.938056
252.0,12,66.945598
244.0,11,66.952381
244.0,11,66.959289
234.0,11,66.966118
250.0,12,66.973597
187.0,11,66.983056
238.0,11,66.989857
246.0,11,66.995933
240.0,11,67.002036
228.0,11,67.007766
246.0,12,67.013753
232.0,11,67.019011
232.0,11,67.024171
251.0,13,67.030275
251.0,13,67.035933
244.0,11,67.040734
238.0,11,67.045581
264.0,13,67.051074
246.0,12,67.055957
238.0,11,67.060422
226.0,11,67.064879
248.0,12,67.069683
232.0,11,67.073992
252.0,12,67.081339
226.0,11,67.085857
236.0,11,67.090289
268.0,12,67.095148
227.0,13,67.100565
211.0,12,67.10533
228.0,11,67.10948
236.0,11,67.113655
234.0,11,67.117925
235.0,13,67.122737
256.0,12,67.127228
252.0,12,67.131791
240.0,11,67.135867
224.0,11,67.139891
250.0,12,67.144176
238.0,11,67.148205
230.0,11,67.152175
248.0,12,67.156457
238.0,11,67.160358
211.0,14,67.165263
226.0,11,67.169079
244.0,12,67.173159
236.0,11,67.177052
234.0,11,67.182934
276.0,12,67.187055
224.0,11,67.19088
251.0,13,67.195407
258.0,12,67.199641
260.0,12,67.203649
235.0,12,67.207649
234.0,11,67.211391
246.0,12,67.215497
254.0,12,67.219501
228.0,11,67.223204
228.0,11,67.226793
232.0,11,67.230384
240.0,11,67.234072
236.0,11,67.237653
243.0,12,67.241549
228.0,11,67.245109
232.0,11,67.248655
240.0,11,67.252161
236.0,11,67.255761
236.0,11,67.259265
232.0,11,67.262846
252.0,12,67.266799
247.0,12,67.270694
246.0,12,67.274536
240.0,11,68.506836
246.0,12,68.519578
252.0,12,68.5289
237.0,12,68.53778
226.0,11,68.545918
203.0,11,68.553797
240.0,12,68.562521
236.0,11,68.570375
232.0,11,68.577971
226.0,11,68.585799
244.0,11,68.593284
242.0,11,68.600821
234.0,11,68.608329
254.0,11,68.618282
252.0,12,68.627423
219.0,11,68.635036
229.0,12,68.642948
242.0,11,68.650144
240.0,11,68.657516
231.0,12,68.665512
249.0,12,68.673167
248.0,12,68.680889
238.0,11,68.687934
246.0,12,68.695613
224.0,11,68.702764
236.0,11,68.70993
227.0,12,68.71959
236.0,11,68.726926
228.0,11,68.733263
230.0,11,68.739446
252.0,12,68.745968
238.0,11,68.75154
252.0,11,68.756961
240.0,11,68.762398
236.0,11,68.768038
252.0,12,68.773493
239.0,12,68.77896
236.0,11,68.783903
244.0,11,68.788859
260.0,12,68.793974
250.0,12,68.799058
246.0,12,68.804086
240.0,11,68.808757
238.0,11,68.813169
224.0,11,68.817626
257.0,13,68.824868
240.0,11,68.829845
232.0,11,68.834419
250.0,13,68.839705
262.0,13,68.844857
244.0,11,68.849113
238.0,13,68.85423
260.0,12,68.858735
258.0,12,68.863166
233.0,12,68.867704
240.0,12,68.872125
236.0,11,68.876339
248.0,12,68.880945
240.0,12,68.885368
230.0,11,68.889424
253.0,13,68.894051
258.0,13,68.898804
256.0,12,68.903309
238.0,11,68.90726
228.0,11,68.911257
238.0,12,68.915674
244.0,12,68.920674
228.0,11,68.926368
236.0,11,68.930588
232.0,11,68.934355
262.0,12,68.938468
255.0,13,68.942864
240.0,11,68.946716
228.0,11,68.950586
272.0,13,68.954948
228.0,11,68.958654
238.0,11,68.963254
256.0,12,68.967495
228.0,12,68.971668
232.0,11,68.97558
238.0,12,68.979653
252.0,12,68.983879
215.0,12,68.987978
236.0,11,68.991782
228.0,11,68.995541
232.0,11,68.999366
224.0,11,69.003142
236.0,11,69.006879
228.0,11,70.223864
232.0,11,70.232076
248.0,11,70.240041
256.0,12,70.248807
236.0,11,70.260633
238.0,11,70.269067
260.0,12,70.277584
238.0,11,70.285299
230.0,11,70.292931
233.0,12,70.301279
254.0,12,70.309411
232.0,11,70.316853
238.0,11,70.324133
262.0,12,70.332076
252.0,12,70.339924
228.0,11,70.347228
228.0,11,70.357106
228.0,11,70.365084
268.0,12,70.373085
248.0,12,70.381088
274.0,12,70.389013
227.0,12,70.396744
248.0,11,70.403806
230.0,11,70.410834
242.0,11,70.41785
226.0,11,70.424753
236.0,11,70.431962
231.0,12,70.439152
252.0,12,70.445706
234.0,12,70.452426
238.0,11,70.462018
248.0,12,70.46787
230.0,11,70.473112
240.0,11,70.478427
240.0,12,70.483855
250.0,12,70.489054
234.0,11,70.49377
248.0,12,70.499014
246.0,12,70.50423
246.0,12,70.509097
244.0,11,70.513721
252.0,12,70.519184
238.0,11,70.523683
252.0,12,70.528324
228.0,11,70.532634
234.0,11,70.53692
228.0,11,70.541131
264.0,12,70.545841
256.0,12,70.550494
240.0,11,70.554706
232.0,11,70.560909
246.0,12,70.565643
248.0,12,70.570359
232.0,11,70.574621
246.0,12,70.579308
256.0,12,70.583779
258.0,12,70.588101
238.0,11,70.592076
234.0,11,70.596139
234.0,12,70.600543
248.0,12,70.604995
244.0,12,70.609357
